2.251853420862765486e-03 -1.086980296156681014e-02 5.889855652995399526e-05
6.924193188264234425e-03 -1.138826114018032243e-02 5.944929778659652843e-05
1.156647322261362444e-02 -1.154143973980836790e-02 5.934946638146045282e-05
1.626740567543526542e-02 -1.188325774923593148e-02 5.849221338096213232e-05
2.097908056677924571e-02 -1.209414055057078663e-02 5.941417880757781132e-05
2.544836717854126809e-02 -1.266791543345868742e-02 6.001783155173542672e-05
2.995207165239641839e-02 -1.214127561390088150e-02 6.050356378223389680e-05
3.438677089241470169e-02 -1.189453897532088966e-02 5.910250529625636563e-05
3.883928671708284514e-02 -1.069172927857775512e-02 6.014384177691862668e-05
4.309119142828790605e-02 -8.572933597248866278e-03 6.073800007922095889e-05
4.734880763300460677e-02 -6.919444981670408445e-03 5.905776925187570007e-05
5.157579520683504282e-02 -5.372208288380586616e-03 6.069608113950204163e-05
5.576011308996896981e-02 -4.420224855628984706e-03 6.013505877789585962e-05
6.004685991365652648e-02 -2.835194922171102583e-03 6.021225059304633284e-05
6.429530210445463800e-02 -2.883598624109917630e-03 6.134657780823127955e-05
6.854818829148233428e-02 -2.217208833106276700e-03 6.052396245417513061e-05
7.278031398076326153e-02 -1.867965797648585280e-03 6.009432252227314789e-05
7.705857819483445670e-02 -1.936686516365915267e-03 6.067169695651936849e-05
8.127702198077292606e-02 -1.371532710296552438e-03 6.012658604700087871e-05
8.554694030546075578e-02 -1.447264395528335967e-03 6.086787666121565158e-05
8.975311496213303486e-02 -8.913613445835633087e-04 6.073234488398951137e-05
9.404258104095636339e-02 -9.992440011461489746e-04 5.972998365860294567e-05
9.826965973759577144e-02 -6.376234281294523853e-04 6.135940007448018377e-05
1.024292918575467060e-01 -7.306234603842165498e-04 6.005322058092199972e-05
1.064291881835128795e-01 -1.430285642353146258e-04 6.040613821768711661e-05
1.104161531136982344e-01 -3.815722955438083375e-04 6.052791189249388017e-05
1.143478269445948881e-01 2.851239484686907133e-04 5.987518139931499435e-05
1.182937978627408848e-01 8.399980033080289843e-05 6.028728445966629907e-05
1.222522283828710449e-01 4.006215640870447459e-04 6.018399889371110300e-05
1.261937487970023475e-01 4.583269999716144127e-04 6.032472655853524633e-05
1.301196752031795190e-01 7.238776093765331154e-06 5.992194152986876345e-05
1.340442813332264616e-01 3.499799338798625925e-04 6.063033632790692466e-05
1.380222886044292219e-01 -2.395271633779394449e-04 6.039014891868264536e-05
1.419315797676525270e-01 1.326659418459108508e-04 6.093391219444458079e-05
1.458547582342111237e-01 -5.985190325584754945e-04 5.968264841856636710e-05
1.498001035149818250e-01 -2.746452174842151095e-04 6.095688682378304563e-05
1.537471282764074632e-01 -4.039064175743733998e-04 5.999795744143572622e-05
1.576695511576134412e-01 -4.614411122888517625e-04 6.069220782584319892e-05
1.616061580823364152e-01 -3.362760876282067102e-04 6.030804378072502302e-05
1.655377973932356250e-01 -4.112549181070068727e-04 6.044150250530638775e-05
1.694647116612364446e-01 -1.432113839716642190e-04 6.033590565937845576e-05
1.734073579988789082e-01 -5.545453490272134189e-04 6.045901122062197084e-05
1.773573958454007227e-01 -1.845037111175562572e-04 6.036115856012055935e-05
1.812770011179738461e-01 -3.700985678626311781e-04 6.077153609783135431e-05
1.851986991971133756e-01 -2.581947403047513134e-04 5.965276557479709004e-05
1.892696471640911149e-01 2.415406492456417809e-04 6.023134180685714385e-05
1.933662618971052349e-01 -2.971164263709802356e-05 6.068528289601956356e-05
1.974643679104991778e-01 2.993357528666695799e-04 5.968740202112973080e-05
2.015749551730226519e-01 2.510355001330566438e-04 6.099391517963865931e-05
2.056543566995177874e-01 7.666870426115135473e-05 5.897251542346634211e-05
2.097826766087566297e-01 3.060351522314874728e-04 6.100849113745080695e-05
2.138431163849111027e-01 1.005665102332686800e-04 5.971457101944522677e-05
2.179889025340382147e-01 3.728819758919144078e-04 6.046088561097323497e-05
2.220444635890526097e-01 -1.510946900007414939e-05 6.057105335390241857e-05
2.261818757660886969e-01 -4.590189421060930641e-04 5.927725071998927986e-05
2.302526492249895862e-01 -3.021346757658971427e-04 6.146567481085320097e-05
2.343678043308725645e-01 1.188989681932817177e-05 5.957709962366193596e-05
2.384662294693492834e-01 -2.994188082869886358e-04 6.090703720295020479e-05
2.425558603026033433e-01 -4.352926234185705567e-04 5.985339515681206831e-05
2.466717737067804783e-01 -1.096304754844013019e-04 6.018783953352454559e-05
2.507568682578636965e-01 4.606922950922687221e-04 6.060002470197685571e-05
2.548731027334933952e-01 -1.496664260070001973e-05 6.035251492689725817e-05
2.589988345188416474e-01 -2.040115301860101482e-04 6.058582921355645172e-05
2.630049641536394422e-01 -2.916055418891172479e-04 6.017199652112726460e-05
2.670923491022809126e-01 -2.808918291110629184e-04 5.985118100495107209e-05
