5.950530000000000541e-01 1.905660000000000132e-01
6.030879999999999574e-01 1.905989999999999907e-01
6.030879999999999574e-01 1.943110000000000115e-01
5.950530000000000541e-01 1.942780000000000062e-01
5.833390000000000519e-01 1.888690000000000091e-01
5.925529999999999964e-01 1.846319999999999906e-01
6.055880000000000152e-01 1.846830000000000138e-01
6.148109999999999964e-01 1.889949999999999963e-01
6.148109999999999964e-01 1.950199999999999989e-01
6.055880000000000152e-01 1.992230000000000112e-01
5.925529999999999964e-01 1.991680000000000117e-01
5.833390000000000519e-01 1.948900000000000077e-01
5.717050000000000187e-01 1.874609999999999888e-01
5.790380000000000527e-01 1.815940000000000054e-01
5.917369999999999575e-01 1.782269999999999965e-01
6.064049999999999718e-01 1.782829999999999970e-01
6.191189999999999749e-01 1.817469999999999919e-01
6.264659999999999673e-01 1.876750000000000085e-01
6.264659999999999673e-01 1.944579999999999920e-01
6.191189999999999749e-01 2.002710000000000046e-01
6.064049999999999718e-01 2.035770000000000080e-01
5.917369999999999575e-01 2.035129999999999995e-01
5.790380000000000527e-01 2.001020000000000021e-01
5.717050000000000187e-01 1.942349999999999910e-01
5.602650000000000130e-01 1.857650000000000134e-01
5.661749999999999838e-01 1.791629999999999889e-01
5.770910000000000206e-01 1.741129999999999900e-01
5.913509999999999600e-01 1.714040000000000008e-01
6.067909999999999693e-01 1.714610000000000023e-01
6.210689999999999822e-01 1.742750000000000132e-01
6.320099999999999607e-01 1.794070000000000109e-01
6.379369999999999763e-01 1.860590000000000022e-01
6.379369999999999763e-01 1.932020000000000126e-01
6.320099999999999607e-01 1.997420000000000029e-01
6.210689999999999822e-01 2.046939999999999871e-01
6.067909999999999693e-01 2.073260000000000103e-01
5.913509999999999600e-01 2.072579999999999978e-01
5.770910000000000206e-01 2.045049999999999923e-01
5.661749999999999838e-01 1.994710000000000094e-01
5.602650000000000130e-01 1.928960000000000119e-01
5.489849999999999453e-01 1.836649999999999949e-01
5.538929999999999687e-01 1.766729999999999967e-01
5.632230000000000292e-01 1.707170000000000076e-01
5.760570000000000412e-01 1.663979999999999904e-01
5.911389999999999700e-01 1.641529999999999934e-01
6.070029999999999593e-01 1.642079999999999929e-01
6.221060000000000478e-01 1.665600000000000136e-01
6.349700000000000344e-01 1.709690000000000099e-01
6.443290000000000406e-01 1.769940000000000124e-01
6.492539999999999978e-01 1.840289999999999981e-01
6.492539999999999978e-01 1.913729999999999876e-01
6.443290000000000406e-01 1.983000000000000040e-01
6.349700000000000344e-01 2.041379999999999861e-01
6.221060000000000478e-01 2.083309999999999884e-01
6.070039999999999880e-01 2.104880000000000084e-01
5.911389999999999700e-01 2.104169999999999929e-01
5.760570000000000412e-01 2.081290000000000084e-01
5.632230000000000292e-01 2.038369999999999904e-01
5.538929999999999687e-01 1.979410000000000058e-01
5.489849999999999453e-01 1.909939999999999971e-01
5.378610000000000335e-01 1.811260000000000092e-01
5.420409999999999950e-01 1.739070000000000060e-01
5.501099999999999879e-01 1.674190000000000123e-01
5.615099999999999536e-01 1.621199999999999863e-01
5.754610000000000003e-01 1.583839999999999970e-01
5.910170000000000146e-01 1.564760000000000040e-01
6.071260000000000545e-01 1.565300000000000025e-01
