1.628015911900961328e+03 1.005164085193571033e+00 2.239628471489679064e-05
1.628036745778640125e+03 1.004792131572305847e+00 2.238761428061597833e-05
1.628057579656319831e+03 1.004521240925326575e+00 2.238049603596865372e-05
1.628078413533534331e+03 1.004418003379123459e+00 2.237490087739918838e-05
1.628099247410748376e+03 1.002175018335121237e+00 2.235462540031174798e-05
1.628224250668444483e+03 9.904593368471570347e-01 2.223827908609659894e-05
1.628245084544261545e+03 9.902175987730725826e-01 2.223006945811322707e-05
1.628265918419146601e+03 9.874516423118206987e-01 2.220395871812239446e-05
1.628328420043803362e+03 9.747542170688934249e-01 2.209077984087808182e-05
1.628349253917757778e+03 9.693018112180413759e-01 2.204344290764929611e-05
1.628370087792177856e+03 9.627488577069438502e-01 2.198819465788232565e-05
1.628411755539155365e+03 9.589385970069542742e-01 2.194555552359114527e-05
1.628432589412644120e+03 9.623873548189429972e-01 2.196433944345265352e-05
1.628453423285666531e+03 9.640530063526063786e-01 2.197208341454597738e-05
1.628495091030782078e+03 9.670382796864821495e-01 2.198565294735748850e-05
1.628578426517751495e+03 9.581919551635698085e-01 2.191122787972803114e-05
1.628599260388911489e+03 9.540872192622591452e-01 2.188028837479927038e-05
1.628640928130301063e+03 9.539169706658838788e-01 2.187703362716154871e-05
1.628661762000530416e+03 9.550485796877017375e-01 2.188475334529184832e-05
1.628682595870759087e+03 9.585191144874775082e-01 2.190904996364854420e-05
1.628703429740055981e+03 9.616472380943885678e-01 2.193097949281417008e-05
1.628745097478652497e+03 9.698514744081652150e-01 2.198852207288314118e-05
1.628765931347483502e+03 9.730698542749268709e-01 2.201195771105250834e-05
1.628786765215850210e+03 9.756535792443363775e-01 2.203079741272897135e-05
1.628807599084216918e+03 9.773839491971846316e-01 2.204380912739094841e-05
1.628849266819552668e+03 9.825082526546412565e-01 2.208301646741433788e-05
1.628870100686987371e+03 9.826961385546116867e-01 2.208530352182743226e-05
1.628890934553956868e+03 9.821640056332034963e-01 2.208223552200498817e-05
1.628911768420926364e+03 9.827190175606862477e-01 2.208596077712536202e-05
1.628932602286964539e+03 9.859783045948220526e-01 2.210778844384629011e-05
1.628953436153467919e+03 9.880472529297507078e-01 2.212115667706470774e-05
1.628974270019039523e+03 9.892353795747891310e-01 2.212779713834047392e-05
1.628995103884612490e+03 9.910602048018751775e-01 2.213815072825510013e-05
1.629015937749719797e+03 9.934158546794777944e-01 2.215172753695551750e-05
1.629036771614360532e+03 9.961367620843248893e-01 2.216674254636321096e-05
1.629057605479000813e+03 9.970493364528256741e-01 2.216972566081507187e-05
1.629078439343177024e+03 9.957890199932477593e-01 2.215822248045314495e-05
1.629099273206887574e+03 9.966708358647866639e-01 2.216154513638732843e-05
1.629120107070596532e+03 9.990153637360720262e-01 2.217460293167904852e-05
1.629140940933839829e+03 1.000662844595703760e+00 2.218376085051662760e-05
1.629161774796618374e+03 1.003099026393904136e+00 2.219832232951579026e-05
1.629182608659396919e+03 1.003845557193612237e+00 2.220147764000511624e-05
1.629203442521244142e+03 1.003866447836389009e+00 2.219943554051855629e-05
1.629224276383557026e+03 1.004818663795060463e+00 2.220411878767834910e-05
1.629245110244938587e+03 1.006383079575288608e+00 2.221291048677427588e-05
1.629265944106320148e+03 1.005709571016810910e+00 2.220662411875864818e-05
1.629286777967236048e+03 1.005288326430625601e+00 2.220160375541283489e-05
1.629307611827685832e+03 1.001009237526160556e+00 2.216991483392665493e-05
1.629328445687669500e+03 1.000421936743472129e+00 2.216235761064860865e-05
1.629349279547654078e+03 9.982261396494990224e-01 2.214347667893500678e-05
1.629370113407172994e+03 9.952535998583228460e-01 2.211894480683698481e-05
1.629390947266692820e+03 9.934695420920364173e-01 2.210235578012908149e-05
1.629411781125279504e+03 9.913285697063226598e-01 2.208323474408154598e-05
1.629432614983866642e+03 9.884133194322238802e-01 2.205937710435557515e-05
1.629453448841988575e+03 9.875939561076011453e-01 2.205076487718601630e-05
1.629474282700110052e+03 9.892836919923685413e-01 2.206004163554241117e-05
1.629495116557301117e+03 9.897949707510522721e-01 2.206170053821320082e-05
1.629515950414491499e+03 9.900051938681865282e-01 2.206200855084359627e-05
1.629536784271216220e+03 9.921391490552420311e-01 2.207561203780333998e-05
