2.251853420862765486e-03 9.506591970384331569e-01 5.889855652995399526e-05
6.924193188264234425e-03 9.506817388598196583e-01 5.944929778659652843e-05
1.156647322261362444e-02 9.514115602601915800e-01 5.934946638146045282e-05
1.626740567543526542e-02 9.527367422507641015e-01 5.849221338096213232e-05
2.097908056677924571e-02 9.541688594494291964e-01 5.941417880757781132e-05
2.544836717854126809e-02 9.554490845665413179e-01 6.001783155173542672e-05
2.995207165239641839e-02 9.578627243860990959e-01 6.050356378223389680e-05
3.438677089241470169e-02 9.599144610246791443e-01 5.910250529625636563e-05
3.883928671708284514e-02 9.620442707214222899e-01 6.014384177691862668e-05
4.309119142828790605e-02 9.644870664027511697e-01 6.073800007922095889e-05
4.734880763300460677e-02 9.665185550183296170e-01 5.905776925187570007e-05
5.157579520683504282e-02 9.684667917116194236e-01 6.069608113950204163e-05
5.576011308996896981e-02 9.698667751443710294e-01 6.013505877789585962e-05
6.004685991365652648e-02 9.719428050778289307e-01 6.021225059304633284e-05
6.429530210445463800e-02 9.723584013758901357e-01 6.134657780823127955e-05
6.854818829148233428e-02 9.735607911668937575e-01 6.052396245417513061e-05
7.278031398076326153e-02 9.745030342023514036e-01 6.009432252227314789e-05
7.705857819483445670e-02 9.749843134836341241e-01 6.067169695651936849e-05
8.127702198077292606e-02 9.761404672897034951e-01 6.012658604700087871e-05
8.554694030546075578e-02 9.767337356044716312e-01 6.086787666121565158e-05
8.975311496213303486e-02 9.779056386554164648e-01 6.073234488398951137e-05
9.404258104095636339e-02 9.784507559988538938e-01 5.972998365860294567e-05
9.826965973759577144e-02 9.795533765718705821e-01 6.135940007448018377e-05
1.024292918575467060e-01 9.801523765396157328e-01 6.005322058092199972e-05
1.064291881835128795e-01 9.813439714357646837e-01 6.040613821768711661e-05
1.104161531136982344e-01 9.818114277044561744e-01 6.052791189249388017e-05
1.143478269445948881e-01 9.832281239484687019e-01 5.987518139931499435e-05
1.182937978627408848e-01 9.836979998003307912e-01 6.028728445966629907e-05
1.222522283828710449e-01 9.847016215640870263e-01 6.018399889371110300e-05
1.261937487970023475e-01 9.854713269999716418e-01 6.032472655853524633e-05
1.301196752031795190e-01 9.857402387760937357e-01 5.992194152986876345e-05
1.340442813332264616e-01 9.868119799338798126e-01 6.063033632790692466e-05
1.380222886044292219e-01 9.869324728366221100e-01 6.039014891868264536e-05
1.419315797676525270e-01 9.880296659418459360e-01 6.093391219444458079e-05
1.458547582342111237e-01 9.879854809674415428e-01 5.968264841856636710e-05
1.498001035149818250e-01 9.890213547825157381e-01 6.095688682378304563e-05
1.537471282764074632e-01 9.895980935824256752e-01 5.999795744143572622e-05
1.576695511576134412e-01 9.902395588877112020e-01 6.069220782584319892e-05
1.616061580823364152e-01 9.910507239123718115e-01 6.030804378072502302e-05
1.655377973932356250e-01 9.916287450818930260e-01 6.044150250530638775e-05
1.694647116612364446e-01 9.925517886160283298e-01 6.033590565937845576e-05
1.734073579988789082e-01 9.927744546509728041e-01 6.045901122062197084e-05
