-1.000000000000000000e+00 9.075060000000000349e-01
-9.969969969969969537e-01 9.077420000000000488e-01
-9.939939939939940183e-01 9.082480000000000553e-01
-9.909909909909909720e-01 9.090829999999999744e-01
-9.879879879879880367e-01 9.105379999999999585e-01
-9.849849849849849903e-01 9.118950000000000111e-01
-9.819819819819819440e-01 9.139749999999999819e-01
-9.789789789789790087e-01 9.165830000000000366e-01
-9.759759759759759623e-01 9.192360000000000531e-01
-9.729729729729730270e-01 9.214050000000000296e-01
-9.699699699699699806e-01 9.243280000000000385e-01
-9.669669669669669343e-01 9.270049999999999679e-01
-9.639639639639639990e-01 9.299910000000000121e-01
-9.609609609609609526e-01 9.337069999999999537e-01
-9.579579579579580173e-01 9.373839999999999950e-01
-9.549549549549549710e-01 9.404470000000000329e-01
-9.519519519519519246e-01 9.433449999999999891e-01
-9.489489489489489893e-01 9.473730000000000206e-01
-9.459459459459459429e-01 9.503030000000000088e-01
-9.429429429429428966e-01 9.536510000000000264e-01
-9.399399399399399613e-01 9.562650000000000317e-01
-9.369369369369369149e-01 9.587769999999999904e-01
-9.339339339339339796e-01 9.609050000000000091e-01
-9.309309309309309333e-01 9.619339999999999558e-01
-9.279279279279278869e-01 9.625240000000000462e-01
-9.249249249249249516e-01 9.631300000000000416e-01
-9.219219219219219053e-01 9.637620000000000076e-01
-9.189189189189188589e-01 9.644359999999999600e-01
-9.159159159159159236e-01 9.650990000000000402e-01
-9.129129129129128772e-01 9.657710000000000461e-01
-9.099099099099099419e-01 9.664549999999999530e-01
-9.069069069069068956e-01 9.671969999999999734e-01
-9.039039039039038492e-01 9.679480000000000306e-01
-9.009009009009009139e-01 9.686890000000000223e-01
-8.978978978978978676e-01 9.694199999999999484e-01
-8.948948948948949322e-01 9.702079999999999593e-01
-8.918918918918918859e-01 9.710299999999999487e-01
-8.888888888888888395e-01 9.718400000000000372e-01
-8.858858858858859042e-01 9.726160000000000361e-01
-8.828828828828828579e-01 9.734110000000000262e-01
-8.798798798798799226e-01 9.742530000000000356e-01
-8.768768768768768762e-01 9.751279999999999948e-01
-8.738738738738738299e-01 9.759780000000000122e-01
-8.708708708708708945e-01 9.768090000000000384e-01
-8.678678678678678482e-01 9.776350000000000318e-01
-8.648648648648649129e-01 9.784909999999999997e-01
-8.618618618618618665e-01 9.793490000000000251e-01
-8.588588588588588202e-01 9.802210000000000090e-01
-8.558558558558558849e-01 9.810689999999999689e-01
-8.528528528528528385e-01 9.819130000000000358e-01
-8.498498498498499032e-01 9.827580000000000204e-01
-8.468468468468468568e-01 9.836040000000000338e-01
-8.438438438438438105e-01 9.844410000000000105e-01
-8.408408408408408752e-01 9.852579999999999671e-01
-8.378378378378378288e-01 9.860710000000000308e-01
-8.348348348348348935e-01 9.868710000000000537e-01
-8.318318318318318472e-01 9.876629999999999576e-01
-8.288288288288288008e-01 9.884570000000000300e-01
-8.258258258258258655e-01 9.892079999999999762e-01
-8.228228228228228192e-01 9.899580000000000046e-01
-8.198198198198198838e-01 9.906899999999999595e-01
-8.168168168168168375e-01 9.913969999999999727e-01
-8.138138138138137911e-01 9.920940000000000314e-01
-8.108108108108107448e-01 9.927470000000000461e-01
-8.078078078078078095e-01 9.933870000000000200e-01
-8.048048048048048742e-01 9.940099999999999492e-01
-8.018018018018018278e-01 9.946030000000000149e-01
-7.987987987987987815e-01 9.951759999999999495e-01
-7.957957957957957351e-01 9.957359999999999545e-01
-7.927927927927927998e-01 9.962429999999999897e-01
-7.897897897897897534e-01 9.967089999999999561e-01
-7.867867867867868181e-01 9.971619999999999928e-01
-7.837837837837837718e-01 9.975770000000000470e-01
-7.807807807807807254e-01 9.979689999999999950e-01
-7.777777777777777901e-01 9.983370000000000299e-01
-7.747747747747747438e-01 9.986650000000000249e-01
-7.717717717717718084e-01 9.989460000000000006e-01
-7.687687687687687621e-01 9.991989999999999483e-01
-7.657657657657657158e-01 9.994169999999999998e-01
-7.627627627627627804e-01 9.995929999999999538e-01
-7.597597597597597341e-01 9.997489999999999988e-01
-7.567567567567567988e-01 9.998609999999999998e-01
-7.537537537537537524e-01 9.999400000000000510e-01
-7.507507507507507061e-01 9.999919999999999920e-01
-7.477477477477477708e-01 9.999890000000000168e-01
-7.447447447447447244e-01 9.999419999999999975e-01
-7.417417417417417891e-01 9.998860000000000525e-01
-7.387387387387387427e-01 9.997719999999999940e-01
-7.357357357357356964e-01 9.996410000000000018e-01
-7.327327327327327611e-01 9.994709999999999983e-01
-7.297297297297297147e-01 9.992600000000000371e-01
-7.267267267267267794e-01 9.990200000000000191e-01
-7.237237237237237331e-01 9.987460000000000226e-01
-7.207207207207206867e-01 9.984260000000000357e-01
-7.177177177177176404e-01 9.980780000000000207e-01
-7.147147147147147050e-01 9.977030000000000065e-01
-7.117117117117117697e-01 9.973009999999999931e-01
-7.087087087087087234e-01 9.968770000000000131e-01
-7.057057057057056770e-01 9.964210000000000012e-01
-7.027027027027026307e-01 9.959270000000000067e-01
-6.996996996996996954e-01 9.953969999999999763e-01
-6.966966966966967600e-01 9.948420000000000041e-01
-6.936936936936937137e-01 9.942830000000000279e-01
-6.906906906906906674e-01 9.936789999999999790e-01
-6.876876876876876210e-01 9.930740000000000123e-01
-6.846846846846846857e-01 9.924500000000000544e-01
-6.816816816816817504e-01 9.917799999999999949e-01
-6.786786786786787040e-01 9.911020000000000385e-01
-6.756756756756756577e-01 9.904020000000000046e-01
-6.726726726726726113e-01 9.897000000000000242e-01
-6.696696696696696760e-01 9.889679999999999582e-01
-6.666666666666667407e-01 9.882250000000000201e-01
-6.636636636636636943e-01 9.874779999999999669e-01
-6.606606606606606480e-01 9.867120000000000335e-01
-6.576576576576576016e-01 9.859480000000000466e-01
-6.546546546546546663e-01 9.851710000000000189e-01
-6.516516516516517310e-01 9.843699999999999672e-01
-6.486486486486486847e-01 9.835800000000000098e-01
-6.456456456456456383e-01 9.827820000000000444e-01
-6.426426426426425920e-01 9.819860000000000255e-01
-6.396396396396396566e-01 9.811779999999999946e-01
-6.366366366366367213e-01 9.803610000000000380e-01
-6.336336336336336750e-01 9.795509999999999495e-01
-6.306306306306306286e-01 9.787679999999999714e-01
-6.276276276276275823e-01 9.779879999999999685e-01
-6.246246246246246470e-01 9.771910000000000318e-01
-6.216216216216216006e-01 9.763810000000000544e-01
-6.186186186186186653e-01 9.755690000000000195e-01
-6.156156156156156189e-01 9.747919999999999918e-01
-6.126126126126125726e-01 9.740670000000000162e-01
-6.096096096096096373e-01 9.733289999999999997e-01
-6.066066066066065909e-01 9.725479999999999681e-01
-6.036036036036036556e-01 9.717869999999999564e-01
-6.006006006006006093e-01 9.710729999999999640e-01
-5.975975975975975629e-01 9.703859999999999708e-01
-5.945945945945945166e-01 9.696839999999999904e-01
-5.915915915915915813e-01 9.689769999999999772e-01
-5.885885885885886459e-01 9.683030000000000248e-01
-5.855855855855855996e-01 9.676810000000000134e-01
-5.825825825825825532e-01 9.670450000000000434e-01
-5.795795795795795069e-01 9.664220000000000033e-01
-5.765765765765765716e-01 9.658020000000000493e-01
-5.735735735735736363e-01 9.652279999999999749e-01
-5.705705705705705899e-01 9.646599999999999620e-01
-5.675675675675675436e-01 9.640609999999999458e-01
-5.645645645645644972e-01 9.624829999999999774e-01
-5.615615615615615619e-01 9.604449999999999932e-01
-5.585585585585586266e-01 9.579419999999999602e-01
-5.555555555555555802e-01 9.548820000000000086e-01
-5.525525525525525339e-01 9.520969999999999711e-01
-5.495495495495494875e-01 9.490969999999999684e-01
-5.465465465465465522e-01 9.456630000000000313e-01
-5.435435435435436169e-01 9.426799999999999624e-01
-5.405405405405405705e-01 9.394430000000000280e-01
-5.375375375375375242e-01 9.361059999999999937e-01
